order,category,finalStatus,finalLevelId,finalAssetPath,loadedAssetPath,loadMode,assemblyAction,assemblySourcePool,assemblyGateClass,assemblyRemainingGap,assemblyCopyRequired,productionLane,productionStyle,productionChainLanguage,chains,sourceCoverage,maxChoices,localPatchSolveRunMax,solveTraceQualityScore,note
381,normal,OriginalNonTarget,direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L381_direct_pure_topup_10_11_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
382,normal,OriginalNonTarget,direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L382_direct_pure_topup_10_14_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
383,shape,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,LockBuckle,,141,0.982,10,12,,
384,normal,After300DeferredForFront300PriorityV3,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L384_direct_polish_hard_04_direct_polish_hard_rect_core.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
385,hole,OriginalNonTarget,hole_candidate_034_std_24x30_section,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L385_hole_candidate_034_std_24x30_section.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_034_std_24x30_section.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
386,normal,After300DeferredForFront300PriorityV3,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L386_direct_normal_61_direct_normal_rect_outer_shell_g0.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
387,shape,ShapeCandidatePlanned,campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,ManualAcceptedProposed,False,True,,MazeLongChain,,135,0.981,11,8,,
388,normal,OriginalNonTarget,sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed20260618_100431_dive,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_ske.asset,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
389,normal,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60,CampaignHardGateGenericMatch,False,True,PressurePeak,maze_long_chain,mixed_chain,75,0.946,10,4,0.907,
390,normal,OriginalTargetMissingHardGate,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L390_direct_pure_topup_08_11_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset,BasePreviewFallback,KeepOriginalTargetGap,OriginalV11Fallback,NoStrictCandidateYet,True,False,NeutralMixed,,mixed_chain,,,,,,missingFinalAssetPath
391,normal,OriginalNonTarget,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L391_direct_polish_clean_08_direct_polish_normal_rect_s.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
392,hole,OriginalNonTarget,hole_highchain_extra_019_hc2_34x28_dual_b,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L392_hole_highchain_extra_019_hc2_34x28_dual_b.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_019_hc2_34x28_dual_b.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
393,shape,ShapeCandidatePlanned,campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,NeedsFinalManualReview,False,True,,LockBuckle,,149,0.986,12,8,,
394,normal,After300DeferredForFront300PriorityV3,direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L394_direct_diff120_140_direct_diff_veryhard_dag_unlock.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
395,normal,After300DeferredForFront300PriorityV3,direct_diff120_94_direct_diff_hard_room_gate_vertical_gate_g3_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L395_direct_diff120_94_direct_diff_hard_room_gate_verti.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
396,normal,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60,CampaignHardGateGenericMatch,False,True,PressurePeak,maze_long_chain,mixed_chain,84,0.952,9,5,0.853,
397,normal,OriginalTargetMissingHardGate,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L397_direct_normal_topup_40_direct_normal_topup_rect_sw.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset,BasePreviewFallback,KeepOriginalTargetGap,OriginalV11Fallback,NoStrictCandidateYet,True,False,NeutralMixed,,mixed_chain,,,,,,missingFinalAssetPath
398,shape,ShapeCandidatePlanned,campaign500_shape_psg_next10g_06_L398_butterfly,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_06_L398_butterfly.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_06_L398_butterfly.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,DualZone,,154,0.990,11,12,,
399,normal,OriginalNonTarget,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L399_direct_pure_topup_08_01_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
400,normal,OriginalNonTarget,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L400_direct_pure_topup_09_18_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
401,hole,OriginalNonTarget,hole_candidate_088_wide_32x26_section,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L401_hole_candidate_088_wide_32x26_section.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
402,normal,After300DeferredForFront300PriorityV3,direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L402_direct_diff120_107_direct_diff_hard_near_square_de.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
403,shape,ShapeCandidatePlanned,campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,DenseWeave,,139,0.990,10,9,,
404,normal,OriginalNonTarget,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L404_direct_pure_topup_10_20_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
405,normal,After300DeferredForFront300PriorityV3,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L405_direct_pure_topup_10_17_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
406,normal,After300DeferredForFront300PriorityV3,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L406_direct_pure_topup_05_17_direct_normal_pure_rect_ou.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
407,normal,After300DeferredForFront300PriorityV3,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L407_direct_advanced_11_direct_advanced_veryhard_rect_c.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
408,shape,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_152_L408_arcadecabinet_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_152_L408_arcadecabinet_sweep.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_152_L408_arcadecabinet_sweep.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,Sweep,,135,0.989,10,9,,
409,normal,OriginalNonTarget,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L409_direct_polish_hard_01_direct_polish_hard_rect_sect.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
410,normal,OriginalNonTarget,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L410_direct_pure_topup_10_13_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
411,normal,After300DeferredForFront300PriorityV3,direct_normal_145_direct_normal_rect_sweep_g2_v15,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L411_direct_normal_145_direct_normal_rect_sweep_g2_v15.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
412,normal,ExternalCandidatePlanned,nutation_hub_mixed_v1_strict30_refill_08_s02_r04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_08_s02_r04.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_08_s02_r04.asset,ManifestAsset,ActiveReplace,HubMixedStrict30Refill,StyleLocal9ManualAllowed,False,True,PeelMid,hub_spoke,rail_chain,101,0.962,9,9,0.847,
413,shape,ShapeCandidatePlanned,campaign500_shape_psg_next10g_09_L413_payphone,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_09_L413_payphone.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_09_L413_payphone.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,NeedsFinalManualReview,False,True,,LockBuckle,,153,0.986,12,14,,
414,normal,After300DeferredForFront300PriorityV3,direct_normal_25_direct_normal_rect_sweep_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L414_direct_normal_25_direct_normal_rect_sweep_g2_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
415,normal,OriginalNonTarget,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L415_direct_pure_topup_08_13_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
416,normal,OriginalNonTarget,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L416_direct_pure_topup_08_18_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
417,hole,OriginalNonTarget,hole_topup_016_topup_tall_28x30_shell,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L417_hole_topup_016_topup_tall_28x30_shell.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_016_topup_tall_28x30_shell.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
418,shape,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_159_L418_crystalcluster_dense,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_159_L418_crystalcluster_dense.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_159_L418_crystalcluster_dense.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,DenseWeave,,130,0.985,11,13,,
419,normal,ExternalCandidatePlanned,nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60,CampaignHardGateGenericMatch,False,True,LongChainProbe,maze_long_chain,rail_chain,92,0.932,8,7,0.821,
420,normal,OriginalNonTarget,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L420_direct_pure_topup_10_01_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
421,normal,OriginalNonTarget,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L421_direct_polish_hard_08_direct_polish_hard_rect_swee.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
422,normal,After300DeferredForFront300PriorityV3,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L422_direct_normal_14_direct_normal_rect_dense_weave_g1.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
423,shape,ShapeCandidatePlanned,campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,LockBuckle,,139,0.983,11,10,,
424,normal,After300DeferredForFront300PriorityV3,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L424_direct_polish_clean_18_direct_polish_normal_rect_m.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
425,normal,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60,CampaignHardGateGenericMatch,False,True,LongChainProbe,maze_long_chain,patch_chain,86,0.948,9,6,0.862,
426,hole,OriginalNonTarget,hole_candidate_086_wide_32x24_dense,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L426_hole_candidate_086_wide_32x24_dense.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
427,shape,ShapeCandidatePlanned,campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,Sweep,,166,0.988,9,12,,
428,normal,OriginalNonTarget,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L428_direct_pure_topup_10_03_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
429,normal,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60,CampaignHardGateGenericMatch,False,True,PeelMid,maze_long_chain,rail_chain,84,0.955,10,3,0.881,
430,normal,OriginalNonTarget,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L430_direct_pure_topup_08_22_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
431,normal,OriginalTargetMissingHardGate,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L431_direct_normal_54_direct_normal_rect_dense_weave_g5.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,BasePreviewFallback,KeepOriginalTargetGap,OriginalV11Fallback,NoStrictCandidateYet,True,False,NeutralMixed,,mixed_chain,,,,,,missingFinalAssetPath
