order,section10,difficultyNameZh,sectionWaveRole,templateTargetChains,stageTargetChains,levelId,assetPath,sourcePool,sourceClass,styleGroup,style,chain,band,chains,maxChain,avgChain,effectiveChainLoad,maxChoices,local,near,sts,collapse,rhythmChainDelta,rhythmEffectiveDelta,placementReason
3,1,普通/恢复,Normal,19,19.0,campaign500_normal_full_v1_s01_s13_15_nutation_flow_rail_v1_rect_s02_o011_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_15_nutation_flow_rail_v1_rect_s02_o011_v02_flowrail_rail_chain.asset,Campaign500NormalFullV1UnusedStrict,flow,flow,FlowRail,rail_chain,NormalFlow,36,22,11.86,36.51,7,3,3,0.809,0.051,17.0,17.5,target=19;stageTarget=19;effective=36.5;chains=36;role=Normal;style=flow;chain=rail_chain;cost=50.6
185,19,困难,Hard,103,103.0,c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,curve_chain,Hard,75,21,9.40,86.82,10,5,3,0.88,0.191,-28.0,-16.2,target=103;stageTarget=103;effective=86.8;chains=75;role=Hard;style=hardgate;chain=curve_chain;cost=77.5
186,19,普通/恢复,Recovery,104,104.0,campaign500_normal_full_v1_s27_s38_06_nutation_mixed_neutral_v1_rect_s27_o262_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_06_nutation_mixed_neutral_v1_rect_s27_o262_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,Campaign500_HardGateUntil0910,mixed_chain,NormalNeutral,71,21,9.15,84.11,10,7,6,0.862,0.225,-33.0,-19.9,target=104;stageTarget=104;effective=84.1;chains=71;role=Recovery;style=neutral;chain=mixed_chain;cost=125.9
188,19,普通/恢复,Normal,106,106.0,c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelMid,rail_chain,Hard,72,19,9.81,89.45,10,6,6,0.843,0.223,-34.0,-16.5,target=106;stageTarget=106;effective=89.5;chains=72;role=Normal;style=hardgate;chain=rail_chain;cost=121.5
189,19,特别困难,PeakExtreme,112,112.0,campaign500_longchain_prod200_pool_v1_48_l062_long_normal_a_dense_s07_slot_headmix_outerclean_near,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_48_l062_long_normal_a_dense_s07_slot_headmix_outerclean_near.asset,SeedV5LongChain30Front300,longchain,longchain,slot_headmix_outerclean,family_profile_chain,LongNormalA,22,50,17.09,89.35,10,3,3,0.91,0.041,-90.0,-22.7,target=112;stageTarget=112;effective=89.3;chains=22;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=86.5
190,19,普通/恢复,Normal,113,113.0,campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,69,21,9.30,75.92,9,6,5,0.889,0.187,-44.0,-37.1,target=113;stageTarget=113;effective=75.9;chains=69;role=Normal;style=neutral;chain=mixed_chain;cost=146.8
191,20,普通/恢复,Normal,95,95.0,c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_38_nutation_strict_mixed_choiceclamp_v1_rect_s15_o148_v01_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,choice_clamp_chain,,74,20,9.54,80.52,9,5,4,0.888,0.144,-21.0,-14.5,target=95;stageTarget=95;effective=80.5;chains=74;role=Normal;style=hardgate;chain=choice_clamp_chain;cost=92.7
194,20,普通/恢复,Normal,87,87.0,campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,70,21,9.37,80.65,9,7,5,0.86,0.217,-17.0,-6.3,target=87;stageTarget=87;effective=80.7;chains=70;role=Normal;style=neutral;chain=mixed_chain;cost=69.1
195,20,普通/恢复,Recovery,106,106.0,campaign500_normal_full_v1_s46_s50_tail_09_nutation_mixed_neutral_v1_rect_s46_o457_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_09_nutation_mixed_neutral_v1_rect_s46_o457_v02_neutralmixed_mixed_chain.asset,Campaign500NormalFullV1UnusedStrict,flow,flow,FlowPatch,patch_chain,NormalFlow,71,21,9.07,77.58,10,4,4,0.805,0.178,-35.0,-28.4,target=106;stageTarget=106;effective=77.6;chains=71;role=Recovery;style=flow;chain=patch_chain;cost=133.3
196,20,极难,PeakExtreme,135,135.0,nutation_longchain_candidate80_holefix_s2_v1_62_nutation_longchain_rail_v1_rect_c80hf2_16_d3_lock_rail,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_62_nutation_longchain_rail_v1_rect_c80hf2_16_d3_lock_rail.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,rail_chain,,125,22,11.25,149.30,11,7,4,0.853,0.255,-10.0,14.3,target=135;stageTarget=135;effective=149.3;chains=125;role=PeakExtreme;style=longchain;chain=rail_chain;cost=63.9
197,20,普通/恢复,Normal,83,83.0,campaign500_normal_full_v1_s14_s26_112_nutation_mixed_neutral_v1_rect_s23_o222_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_112_nutation_mixed_neutral_v1_rect_s23_o222_v00_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,70,21,9.31,74.85,9,5,4,0.85,0.269,-13.0,-8.2,target=83;stageTarget=83;effective=74.8;chains=70;role=Normal;style=neutral;chain=mixed_chain;cost=57.5
199,20,普通/恢复,Hard,108,108.0,campaign500_longchain_prod200_pool_v1_15_l021_long_normal_a_sweep_s03_slot_seedlock_section_bridge,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_15_l021_long_normal_a_sweep_s03_slot_seedlock_section_bridge.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedlock_section_bridge,family_profile_chain,LongNormalA,24,52,16.00,87.96,9,4,4,0.919,0.028,-84.0,-20.0,target=108;stageTarget=108;effective=88.0;chains=24;role=Hard;style=longchain;chain=family_profile_chain;cost=97.3
200,20,普通/恢复,Normal,106,106.0,campaign500_normal_full_v1_s14_s26_78_nutation_mixed_neutral_v1_rect_s20_o194_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_78_nutation_mixed_neutral_v1_rect_s20_o194_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,69,21,9.39,79.58,9,7,5,0.86,0.21,-37.0,-26.4,target=106;stageTarget=106;effective=79.6;chains=69;role=Normal;style=neutral;chain=mixed_chain;cost=126.6
202,21,普通/恢复,Normal,94,94.0,campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,71,21,9.24,84.12,10,7,5,0.863,0.226,-23.0,-9.9,target=94;stageTarget=94;effective=84.1;chains=71;role=Normal;style=neutral;chain=mixed_chain;cost=91.1
204,21,困难,Hard,107,107.0,campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedmaze_chamber_corridor,family_profile_chain,LongNormalB,35,44,12.17,85.94,11,3,2,0.948,0.084,-72.0,-21.1,target=107;stageTarget=107;effective=85.9;chains=35;role=Hard;style=longchain;chain=family_profile_chain;cost=97.4
205,21,普通/恢复,Recovery,109,109.0,campaign500_normal_full_v1_s14_s26_17_nutation_mixed_neutral_v1_rect_s15_o146_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_17_nutation_mixed_neutral_v1_rect_s15_o146_v01_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,70,21,9.36,75.64,10,3,3,0.922,0.166,-39.0,-33.4,target=109;stageTarget=109;effective=75.6;chains=70;role=Recovery;style=neutral;chain=mixed_chain;cost=142.4
206,21,普通/恢复,Normal,103,103.0,c5nep_w11b_04_nutation_strict_mixed_hard_v1_rect_s02_o019_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_04_nutation_strict_mixed_hard_v1_rect_s02_o019_v03_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelHard,rail_chain,Peak,74,20,8.73,80.20,9,5,5,0.894,0.129,-29.0,-22.8,target=103;stageTarget=103;effective=80.2;chains=74;role=Normal;style=hardgate;chain=rail_chain;cost=119.0
208,21,困难,Hard,111,111.0,campaign500_longchain_prod200_pool_v1_24_l031_long_normal_a_sweep_s04_slot_seedlock_gate_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_24_l031_long_normal_a_sweep_s04_slot_seedlock_gate_carrier.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedlock_gate_carrier,family_profile_chain,LongNormalA,27,49,13.52,84.65,10,5,5,0.951,0.054,-84.0,-26.3,target=111;stageTarget=111;effective=84.7;chains=27;role=Hard;style=longchain;chain=family_profile_chain;cost=112.8
209,21,极难,PeakExtreme,153,153.0,nutation_longchain_candidate80_holefix_s3_v1_03_nutation_longchain_patch_v1_rect_c80hf3_01_d1_lock_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_03_nutation_longchain_patch_v1_rect_c80hf3_01_d1_lock_patch.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,patch_chain,,61,21,10.28,78.83,11,6,6,0.842,0.128,-92.0,-74.2,target=153;stageTarget=153;effective=78.8;chains=61;role=PeakExtreme;style=longchain;chain=patch_chain;cost=218.8
210,21,普通/恢复,Normal,113,113.0,campaign500_normal_full_v1_s14_s26_150_nutation_mixed_neutral_v1_rect_s26_o260_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_150_nutation_mixed_neutral_v1_rect_s26_o260_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,69,21,9.35,74.48,8,6,5,0.83,0.236,-44.0,-38.5,target=113;stageTarget=113;effective=74.5;chains=69;role=Normal;style=neutral;chain=mixed_chain;cost=148.5
211,22,普通/恢复,Recovery,103,103.0,campaign500_normal_full_v1_s14_s26_28_nutation_mixed_neutral_v1_rect_s16_o155_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_28_nutation_mixed_neutral_v1_rect_s16_o155_v00_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,71,21,9.15,71.68,8,5,4,0.916,0.145,-32.0,-31.3,target=103;stageTarget=103;effective=71.7;chains=71;role=Recovery;style=neutral;chain=mixed_chain;cost=125.0
212,22,普通/恢复,Normal,85,85.0,c5hole_lowchoice_v1_h02r_34_nutation_strict_mixed_peak_v1_rect_s09_o089_v03_strictmixedpeak_strict_peak_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_34_nutation_strict_mixed_peak_v1_rect_s09_o089_v03_strictmixedpeak_strict_peak_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,strict_peak_chain,,71,21,9.20,80.83,9,6,3,0.926,0.076,-14.0,-4.2,target=85;stageTarget=85;effective=80.8;chains=71;role=Normal;style=hardgate;chain=strict_peak_chain;cost=67.3
214,22,特别困难,Hard,105,105.0,campaign500_normal_full_v1_s14_s26_41_nutation_mixed_neutral_v1_rect_s17_o165_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_41_nutation_mixed_neutral_v1_rect_s17_o165_v01_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,69,21,9.48,82.69,10,7,5,0.827,0.255,-36.0,-22.3,target=105;stageTarget=105;effective=82.7;chains=69;role=Hard;style=neutral;chain=mixed_chain;cost=97.9
215,22,普通/恢复,Normal,90,90.0,campaign500_normal_full_v1_s01_s13_118_nutation_peel_v2_rect_s10_o096_v00_peelhard_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_118_nutation_peel_v2_rect_s10_o096_v00_peelhard_curve_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,curve_chain,Peak,70,20,9.13,82.39,10,4,3,0.858,0.214,-20.0,-7.6,target=90;stageTarget=90;effective=82.4;chains=70;role=Normal;style=hardgate;chain=curve_chain;cost=85.6
216,22,极难,PeakExtreme,144,144.0,nutation_longchain_candidate80_holefix_s3_v1_16_nutation_longchain_spine_v1_rect_c80hf3_04_d1_core_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_16_nutation_longchain_spine_v1_rect_c80hf3_04_d1_core_spine.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,spine_chain,,59,26,13.10,72.94,7,3,3,0.831,0.177,-85.0,-71.1,target=144;stageTarget=144;effective=72.9;chains=59;role=PeakExtreme;style=longchain;chain=spine_chain;cost=179.4
219,22,困难,Hard,105,105.0,c5nep_w11c_01_nutation_strict_mixed_hard_v1_rect_s11_o109_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_01_nutation_strict_mixed_hard_v1_rect_s11_o109_v00_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelHard,curve_chain,Peak,67,21,9.75,88.69,10,7,2,0.9,0.214,-38.0,-16.3,target=105;stageTarget=105;effective=88.7;chains=67;role=Hard;style=hardgate;chain=curve_chain;cost=91.6
220,22,普通/恢复,Normal,80,80.0,campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,70,21,9.30,71.90,8,5,3,0.85,0.214,-10.0,-8.1,target=80;stageTarget=80;effective=71.9;chains=70;role=Normal;style=neutral;chain=mixed_chain;cost=50.7
221,23,困难,Hard,126,126.0,nutation_longchain_candidate80_v1_24_nutation_longchain_spine_v1_rect_c80_06_d2_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_24_nutation_longchain_spine_v1_rect_c80_06_d2_lock_spine.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,spine_chain,,58,26,14.57,74.08,7,5,4,0.909,0.157,-68.0,-51.9,target=126;stageTarget=126;effective=74.1;chains=58;role=Hard;style=longchain;chain=spine_chain;cost=153.5
222,23,普通/恢复,Normal,104,104.0,c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,71,21,9.20,76.83,10,5,3,0.868,0.141,-33.0,-27.2,target=104;stageTarget=104;effective=76.8;chains=71;role=Normal;style=neutral;chain=mixed_chain;cost=124.0
224,23,困难,Hard,108,108.0,c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,unknown_chain,,68,21,9.57,84.45,10,6,3,0.866,0.176,-40.0,-23.5,target=108;stageTarget=108;effective=84.5;chains=68;role=Hard;style=hardgate;chain=unknown_chain;cost=106.1
226,23,普通/恢复,Normal,105,105.0,campaign500_normal_full_v1_s01_s13_124_nutation_mixed_neutral_v1_rect_s11_o106_v00_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_124_nutation_mixed_neutral_v1_rect_s11_o106_v00_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,69,21,9.48,71.27,9,4,3,0.939,0.082,-36.0,-33.7,target=105;stageTarget=105;effective=71.3;chains=69;role=Normal;style=neutral;chain=mixed_chain;cost=127.8
227,23,极难,PeakExtreme,163,163.0,nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,spine_chain,,60,25,12.87,72.96,8,4,3,0.848,0.261,-103.0,-90.0,target=163;stageTarget=163;effective=73.0;chains=60;role=PeakExtreme;style=longchain;chain=spine_chain;cost=229.9
229,23,困难,Hard,107,107.0,c5hole_lowchoice_v1_h02r_10_nutation_strict_mixed_hard_v1_rect_s07_o070_v03_strictmixedhard_strict_hard_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_10_nutation_strict_mixed_hard_v1_rect_s07_o070_v03_strictmixedhard_strict_hard_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,strict_hard_chain,,73,19,9.58,76.23,7,5,5,0.885,0.205,-34.0,-30.8,target=107;stageTarget=107;effective=76.2;chains=73;role=Hard;style=hardgate;chain=strict_hard_chain;cost=109.3
230,23,普通/恢复,Recovery,101,101.0,campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,69,21,9.41,72.08,9,5,4,0.898,0.13,-32.0,-28.9,target=101;stageTarget=101;effective=72.1;chains=69;role=Recovery;style=neutral;chain=mixed_chain;cost=122.5
231,24,普通/恢复,Recovery,103,103.0,c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,69,21,9.48,75.44,10,4,4,0.886,0.217,-34.0,-27.6,target=103;stageTarget=103;effective=75.4;chains=69;role=Recovery;style=neutral;chain=mixed_chain;cost=128.7
232,24,特别困难,Hard,143,143.0,nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch.asset,NutationLongChainStrict60Front300,longchain,longchain,maze_long_chain,patch_chain,,64,21,9.78,66.81,8,5,5,0.833,0.184,-79.0,-76.2,target=143;stageTarget=143;effective=66.8;chains=64;role=Hard;style=longchain;chain=patch_chain;cost=209.7
234,24,普通/恢复,Recovery,54,54.0,campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset,Campaign500_HardGateUntil0910,flow,flow,FlowCurve,rail_chain,NormalFlow,45,22,11.96,50.47,10,5,3,0.903,0.133,-9.0,-3.5,target=54;stageTarget=54;effective=50.5;chains=45;role=Recovery;style=flow;chain=rail_chain;cost=50.7
236,24,困难,Hard,107,107.0,c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,Campaign500_HardGateUntil0910,choice_clamp_chain,,68,21,10.29,77.20,7,6,6,0.845,0.254,-39.0,-29.8,target=107;stageTarget=107;effective=77.2;chains=68;role=Hard;style=hardgate;chain=choice_clamp_chain;cost=112.8
237,24,普通/恢复,Normal,104,104.0,campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,neutral,neutral,NeutralMixed,mixed_chain,NormalNeutral,68,21,9.44,70.47,9,5,5,0.926,0.092,-36.0,-33.5,target=104;stageTarget=104;effective=70.5;chains=68;role=Normal;style=neutral;chain=mixed_chain;cost=128.2
239,24,极难,PeakExtreme,171,171.0,campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier.asset,SeedV5LongChain30Front300,longchain,longchain,slot_seedweave_braid_carrier,family_profile_chain,LongNormalA,26,44,14.23,73.00,9,3,3,0.96,0.062,-145.0,-98.0,target=171;stageTarget=171;effective=73.0;chains=26;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=262.1
240,24,普通/恢复,Recovery,117,117.0,campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset,Campaign500_HardGateUntil0910,light_peel,peel,PeelLight,rail_chain,NormalPeelLight,69,21,9.36,76.15,10,5,5,0.832,0.245,-48.0,-40.8,target=117;stageTarget=117;effective=76.2;chains=69;role=Recovery;style=peel;chain=rail_chain;cost=173.2
241,25,普通/恢复,Recovery,119,119.0,c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain.asset,Campaign500_HardGateUntil0910,hardgate_hard,hardgate,PeelHard,rail_chain,Peak,69,21,9.39,77.38,9,4,4,0.82,0.221,-50.0,-41.6,target=119;stageTarget=119;effective=77.4;chains=69;role=Recovery;style=hardgate;chain=rail_chain;cost=181.6
244,25,普通/恢复,Normal,115,115.0,campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain.asset,Campaign500_HardGateUntil0910,flow,flow,FlowPatch,patch_chain,NormalFlow,66,21,9.80,70.44,8,6,5,0.883,0.174,-49.0,-44.6,target=115;stageTarget=115;effective=70.4;chains=66;role=Normal;style=flow;chain=patch_chain;cost=163.7
