"order","section10","positionIn10","levelName","category","difficultyCode","difficultyNameZh","originalTargetChains","originalArrowTiles","planningMode","detailedDuty","playerPurpose","targetPressure","designNeed","avoid","sectionDuty","sectionIntent","sectionTheme","positionBeatRole","actualBeatRole","slotDutyV2","styleTargetV2","chainLanguageTargetV2","planningRule","replacementPriority","selectedCandidateId","selectedSource","reviewStatus"
"388","39","8","Main/Level_Main_388","normal","3","特别困难","164","1575","section_script_driven","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","solved; dependency/read demand evidence; hard > normal by reason","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","高读题密度与释放控制 / PressureBuild","LatePressureWindow","PeakBeat","DependencyPeak","LongChain/Hub/Peel","System.Object[]","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"389","39","9","Main/Level_Main_389","normal","4","极难","181","1107","section_script_driven","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","solved; chapter top effective load; theme clear; fair choices","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","高读题密度与释放控制 / PressureBuild","PeakSetup","ExtremePeakBeat","ExtremeMemory","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"390","39","10","Main/Level_Main_390","normal","1","普通/恢复","136","842","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","高读题密度与释放控制 / PressureBuild","PeakOrLanding","PracticeBeat","NormalPractice","Peel/Hub-lite/Mixed","curve/rail","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"391","40","1","Main/Level_Main_391","normal","1","普通/恢复","137","878","section_script_driven","RecoveryFlow","顺畅连清，获得释放感","low/release","solved; smooth; low frustration; no excessive choice explosion","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","高读题密度与释放控制 / MiniPeakAndReset","ResetOpener","RecoveryBeat","RecoveryFlow","Flow/Peel/Mixed","curve/mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"392","40","2","Main/Level_Main_392_hole","hole","1","普通/恢复","87","864","section_script_driven","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","高读题密度与释放控制 / MiniPeakAndReset","BaselinePractice","SpecialAnchorBeat","HoleSpatialAnchor","Hole/Mixed/Peel","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"393","40","3","Main/Level_Main_393","shape","2","困难","149","1217","section_script_driven","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","高读题密度与释放控制 / MiniPeakAndReset","LanguageTurn","HardReadBeat","ShapeReadAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"394","40","4","Main/Level_Main_394","normal","3","特别困难","173","1230","section_script_driven","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","solved; dependency/read demand evidence; hard > normal by reason","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","高读题密度与释放控制 / MiniPeakAndReset","VisualSpatialTurn","PeakBeat","DependencyPeak","LongChain/Hub/Peel","System.Object[]","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"395","40","5","Main/Level_Main_395","normal","1","普通/恢复","123","918","section_script_driven","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","solved; normal-high effective load; prepares hard without becoming peak","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","高读题密度与释放控制 / MiniPeakAndReset","BridgeRamp","RampBeat","BridgeRamp","Peel/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"396","40","6","Main/Level_Main_396","normal","4","极难","174","1273","section_script_driven","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","solved; chapter top effective load; theme clear; fair choices","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","高读题密度与释放控制 / MiniPeakAndReset","FirstReadWindow","ExtremePeakBeat","ExtremeMemory","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"397","40","7","Main/Level_Main_397","normal","1","普通/恢复","105","800","section_script_driven","RecoveryFlow","顺畅连清，获得释放感","low/release","solved; smooth; low frustration; no excessive choice explosion","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","高读题密度与释放控制 / MiniPeakAndReset","BreathOrPractice","RecoveryBeat","RecoveryFlow","Flow/Peel/Mixed","curve/mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"398","40","8","Main/Level_Main_398","shape","2","困难","153","1234","section_script_driven","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","高读题密度与释放控制 / MiniPeakAndReset","LatePressureWindow","HardReadBeat","ShapeReadAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"399","40","9","Main/Level_Main_399","normal","1","普通/恢复","144","891","section_script_driven","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","solved; normal-high effective load; prepares hard without becoming peak","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","高读题密度与释放控制 / MiniPeakAndReset","PeakSetup","RampBeat","BridgeRamp","Peel/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"400","40","10","Main/Level_Main_400","normal","1","普通/恢复","143","856","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","高读题密度与释放控制 / MiniPeakAndReset","PeakOrLanding","PracticeBeat","NormalPractice","Peel/Hub-lite/Mixed","rail/curve","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"401","41","1","Main/Level_Main_401_hole","hole","1","普通/恢复","73","742","section_script_driven","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","ResetOpener","SpecialAnchorBeat","HoleSpatialAnchor","Hole/Mixed/Peel","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"402","41","2","Main/Level_Main_402","normal","1","普通/恢复","129","974","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","BaselinePractice","PracticeBeat","NormalPractice","Peel/Hub-lite/Mixed","curve/rail","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"403","41","3","Main/Level_Main_403","shape","2","困难","150","1131","section_script_driven","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","LanguageTurn","HardReadBeat","ShapeReadAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"404","41","4","Main/Level_Main_404","normal","3","特别困难","155","951","section_script_driven","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","solved; quality gates","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","VisualSpatialTurn","PeakBeat","StylePeak","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"405","41","5","Main/Level_Main_405","normal","2","困难","170","1050","section_script_driven","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","solved; region/axis switch evidence; choices readable","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","BridgeRamp","HardReadBeat","ReadCheck","Peel/Hub-lite/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"406","41","6","Main/Level_Main_406","normal","1","普通/恢复","84","643","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","FirstReadWindow","PracticeBeat","NormalPractice","Peel/Hub-lite/Mixed","curve/rail","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"407","41","7","Main/Level_Main_407","normal","4","极难","196","1154","section_script_driven","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","solved; chapter top effective load; theme clear; fair choices","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","BreathOrPractice","ExtremePeakBeat","ExtremeMemory","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"408","41","8","Main/Level_Main_408","shape","2","困难","153","1074","section_script_driven","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","LatePressureWindow","HardReadBeat","ShapeReadAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"409","41","9","Main/Level_Main_409","normal","2","困难","145","900","section_script_driven","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","solved; region/axis switch evidence; choices readable","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","PeakSetup","HardReadBeat","ReadCheck","Peel/Hub-lite/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"410","41","10","Main/Level_Main_410","normal","1","普通/恢复","139","870","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","PeakOrLanding","PracticeBeat","NormalPractice","Peel/Hub-lite/Mixed","curve/rail","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"411","42","1","Main/Level_Main_411","normal","1","普通/恢复","114","885","section_script_driven","RecoveryFlow","顺畅连清，获得释放感","low/release","solved; smooth; low frustration; no excessive choice explosion","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","ResetOpener","RecoveryBeat","RecoveryFlow","Flow/Peel/Mixed","rail/mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"412","42","2","Main/Level_Main_412","normal","3","特别困难","158","1230","section_script_driven","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","solved; quality gates","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","BaselinePractice","PeakBeat","StylePeak","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"413","42","3","Main/Level_Main_413","shape","2","困难","153","1270","section_script_driven","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","LanguageTurn","HardReadBeat","ShapeReadAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"414","42","4","Main/Level_Main_414","normal","1","普通/恢复","107","804","section_script_driven","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","solved; visible language difference; pressure stays normal","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","VisualSpatialTurn","VariationBeat","LanguageVariation","Mixed/Peel/Flow","curve","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"415","42","5","Main/Level_Main_415","normal","1","普通/恢复","141","854","section_script_driven","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","solved; normal-high effective load; prepares hard without becoming peak","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","BridgeRamp","RampBeat","BridgeRamp","Peel/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"416","42","6","Main/Level_Main_416","normal","3","特别困难","149","932","section_script_driven","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","solved; quality gates","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","FirstReadWindow","PeakBeat","StylePeak","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"417","42","7","Main/Level_Main_417_hole","hole","1","普通/恢复","75","751","section_script_driven","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","BreathOrPractice","SpecialAnchorBeat","HoleSpatialAnchor","Hole/Mixed/Peel","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"418","42","8","Main/Level_Main_418","shape","2","困难","157","1068","section_script_driven","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","LatePressureWindow","HardReadBeat","ShapeReadAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"419","42","9","Main/Level_Main_419","normal","4","极难","203","1250","section_script_driven","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","solved; chapter top effective load; theme clear; fair choices","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","PeakSetup","ExtremePeakBeat","ExtremeMemory","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"420","42","10","Main/Level_Main_420","normal","1","普通/恢复","143","900","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","PeakOrLanding","PracticeBeat","NormalPractice","Peel/Hub-lite/Mixed","rail/curve","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"421","43","1","Main/Level_Main_421","normal","1","普通/恢复","180","1100","section_script_driven","RecoveryFlow","顺畅连清，获得释放感","low/release","solved; smooth; low frustration; no excessive choice explosion","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","ResetOpener","RecoveryBeat","RecoveryFlow","Flow/Peel/Mixed","rail/mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"422","43","2","Main/Level_Main_422","normal","1","普通/恢复","113","860","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","BaselinePractice","PracticeBeat","NormalPractice","Peel/Hub-lite/Mixed","curve/rail","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"423","43","3","Main/Level_Main_423","shape","1","普通/恢复","136","1147","section_script_driven","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","LanguageTurn","SpecialAnchorBeat","ShapeAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"424","43","4","Main/Level_Main_424","normal","1","普通/恢复","129","793","section_script_driven","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","solved; visible language difference; pressure stays normal","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","VisualSpatialTurn","VariationBeat","LanguageVariation","Mixed/Peel/Flow","spine-lite/mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"425","43","5","Main/Level_Main_425","normal","4","极难","213","1320","section_script_driven","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","solved; chapter top effective load; theme clear; fair choices","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","BridgeRamp","ExtremePeakBeat","ExtremeMemory","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"426","43","6","Main/Level_Main_426_hole","hole","1","普通/恢复","80","672","section_script_driven","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","FirstReadWindow","SpecialAnchorBeat","HoleSpatialAnchor","Hole/Mixed/Peel","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"427","43","7","Main/Level_Main_427","shape","2","困难","161","1311","section_script_driven","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","BreathOrPractice","HardReadBeat","ShapeReadAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"428","43","8","Main/Level_Main_428","normal","1","普通/恢复","146","910","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","LatePressureWindow","PracticeBeat","NormalPractice","Peel/Hub-lite/Mixed","curve/rail","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"429","43","9","Main/Level_Main_429","normal","3","特别困难","205","1261","section_script_driven","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","solved; dependency/read demand evidence; hard > normal by reason","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","PeakSetup","PeakBeat","DependencyPeak","LongChain/Hub/Peel","System.Object[]","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"430","43","10","Main/Level_Main_430","normal","1","普通/恢复","147","914","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","PeakOrLanding","PracticeBeat","NormalPractice","Peel/Hub-lite/Mixed","curve/rail","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"431","44","1","Main/Level_Main_431","normal","1","普通/恢复","112","879","section_script_driven","RecoveryFlow","顺畅连清，获得释放感","low/release","solved; smooth; low frustration; no excessive choice explosion","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","ResetOpener","RecoveryBeat","RecoveryFlow","Flow/Peel/Mixed","rail/mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"432","44","2","Main/Level_Main_432","normal","2","困难","164","1010","section_script_driven","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","solved; region/axis switch evidence; choices readable","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","BaselinePractice","HardReadBeat","ReadCheck","Peel/Hub-lite/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"433","44","3","Main/Level_Main_433","shape","2","困难","161","1410","section_script_driven","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","LanguageTurn","HardReadBeat","ShapeReadAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"434","44","4","Main/Level_Main_434","normal","1","普通/恢复","162","1007","section_script_driven","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","solved; visible language difference; pressure stays normal","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","VisualSpatialTurn","VariationBeat","LanguageVariation","Mixed/Peel/Flow","mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"435","44","5","Main/Level_Main_435_hole","hole","1","普通/恢复","76","697","section_script_driven","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","BridgeRamp","SpecialAnchorBeat","HoleSpatialAnchor","Hole/Mixed/Peel","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
