order,section10,positionIn10,macroArc,sectionRole,levelName,category,difficultyCode,difficultyNameZh,isShapeSlot,shapeId,shapeNameZh,isHoleSlot,templateTargetChains,templateTargetChainsMin,templateTargetChainsMax,templateArrowTiles,targetWidth,targetHeight,targetAspect,slotDutyV2,targetExperience,front20DetailedDuty,front20PlayerPurpose,styleTargetV2,chainLanguageTargetV2,targetEffectiveLoadMin,targetEffectiveLoad,targetEffectiveLoadMax,effectiveLoadBand,readDemandTarget,requiredEvidence,avoidRules,loadInterpretationNote,replacementPriority,productionNeed,planningStatus,selectedCandidateId,selectedSource,reviewStatus
377,38,7,A8_HighRead,high_read,Main/Level_Main_377_hole,hole,1,普通/恢复,0,,,1,72,65,79,673,32,24,1.333,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,95,101,107,95-107,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P2_category_anchor,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
378,38,8,A8_HighRead,high_read,Main/Level_Main_378,shape,1,普通/恢复,1,pretzel,椒盐卷饼,0,134,121,147,1128,44,38,1.158,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,106,112,118,106-118,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
379,38,9,A8_HighRead,high_read,Main/Level_Main_379,normal,1,普通/恢复,0,,,0,157,141,173,951,22,44,0.5,SetupOrBreath,peak setup or light release,,,Mixed/Peel/Shape,variation_first,101,107,113,101-113,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
380,38,10,A8_HighRead,high_read,Main/Level_Main_380,normal,1,普通/恢复,0,,,0,144,130,158,868,22,40,0.55,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
381,39,1,A8_HighRead,high_read,Main/Level_Main_381,normal,1,普通/恢复,0,,,0,145,131,159,892,24,38,0.632,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,92,98,104,92-104,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
382,39,2,A8_HighRead,high_read,Main/Level_Main_382,normal,1,普通/恢复,0,,,0,150,135,165,945,22,44,0.5,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,96,102,108,96-108,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
383,39,3,A8_HighRead,high_read,Main/Level_Main_383,shape,1,普通/恢复,1,alarmclock,闹钟,0,142,128,156,1013,38,42,0.905,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,102,108,114,102-114,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
384,39,4,A8_HighRead,high_read,Main/Level_Main_384,normal,3,特别困难,0,,,0,172,155,189,1051,26,41,0.634,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,126,136,146,126-146,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
385,39,5,A8_HighRead,high_read,Main/Level_Main_385_hole,hole,1,普通/恢复,0,,,1,71,64,78,630,24,30,0.8,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,104,110,116,104-116,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P2_category_anchor,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
386,39,6,A8_HighRead,high_read,Main/Level_Main_386,normal,1,普通/恢复,0,,,0,116,104,128,847,22,39,0.564,NormalPractice,template normal in read-check position stays practice,,,Flow/Peel/Mixed,curve_rail,106,112,118,106-118,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
387,39,7,A8_HighRead,high_read,Main/Level_Main_387,shape,2,困难,1,d20die,二十面骰,0,149,134,164,1096,42,42,1.0,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,114,122,130,114-130,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
388,39,8,A8_HighRead,high_read,Main/Level_Main_388,normal,3,特别困难,0,,,0,164,148,180,1575,34,48,0.708,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,136,146,156,136-156,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
389,39,9,A8_HighRead,high_read,Main/Level_Main_389,normal,4,极难,0,,,0,181,163,199,1107,25,45,0.556,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,140,152,164,140-164,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
390,39,10,A8_HighRead,high_read,Main/Level_Main_390,normal,1,普通/恢复,0,,,0,136,122,150,842,21,41,0.512,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
391,40,1,A8_HighRead,high_read,Main/Level_Main_391,normal,1,普通/恢复,0,,,0,137,123,151,878,23,39,0.59,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,92,98,104,92-104,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
392,40,2,A8_HighRead,high_read,Main/Level_Main_392_hole,hole,1,普通/恢复,0,,,1,87,78,96,864,34,28,1.214,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,98,104,110,98-110,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P2_category_anchor,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
393,40,3,A8_HighRead,high_read,Main/Level_Main_393,shape,2,困难,1,chessknight,国际象棋马,0,149,134,164,1217,38,49,0.776,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,118,126,134,118-134,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
394,40,4,A8_HighRead,high_read,Main/Level_Main_394,normal,3,特别困难,0,,,0,173,156,190,1230,26,48,0.542,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,126,136,146,126-146,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
395,40,5,A8_HighRead,high_read,Main/Level_Main_395,normal,1,普通/恢复,0,,,0,123,111,135,918,24,39,0.615,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,103,109,115,103-115,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
396,40,6,A8_HighRead,high_read,Main/Level_Main_396,normal,4,极难,0,,,0,174,157,191,1273,28,46,0.609,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,147,159,171,147-171,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
397,40,7,A8_HighRead,high_read,Main/Level_Main_397,normal,1,普通/恢复,0,,,0,105,95,115,800,23,35,0.657,RecoveryFlow,breath after mid-section pressure,,,Flow/Peel/Mixed,different_from_previous,95,101,107,95-107,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
398,40,8,A8_HighRead,high_read,Main/Level_Main_398,shape,2,困难,1,butterfly,蝴蝶,0,153,138,168,1234,44,43,1.023,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,122,130,138,122-138,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
399,40,9,A8_HighRead,high_read,Main/Level_Main_399,normal,1,普通/恢复,0,,,0,144,130,158,891,24,38,0.632,SetupOrBreath,peak setup or light release,,,Mixed/Peel/Shape,variation_first,102,108,114,102-114,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
400,40,10,A8_HighRead,high_read,Main/Level_Main_400,normal,1,普通/恢复,0,,,0,143,129,157,856,23,38,0.605,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
401,41,1,A9_MatureReview,mature_review,Main/Level_Main_401_hole,hole,1,普通/恢复,0,,,1,73,66,80,742,32,26,1.231,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,93,99,105,93-105,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P2_category_anchor,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
402,41,2,A9_MatureReview,mature_review,Main/Level_Main_402,normal,1,普通/恢复,0,,,0,129,116,142,974,30,33,0.909,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,97,103,109,97-109,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
403,41,3,A9_MatureReview,mature_review,Main/Level_Main_403,shape,2,困难,1,dialphone,转盘电话,0,150,135,165,1131,44,38,1.158,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,118,126,134,118-134,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
404,41,4,A9_MatureReview,mature_review,Main/Level_Main_404,normal,3,特别困难,0,,,0,155,139,171,951,25,39,0.641,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,126,136,146,126-146,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
405,41,5,A9_MatureReview,mature_review,Main/Level_Main_405,normal,2,困难,0,,,0,170,153,187,1050,25,43,0.581,LocalRunBreaker,break same-area clearing,,,Peel/Mixed/HubLite,rail_patch,119,127,135,119-135,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,raw chains are only an anchor; match by effective load and evidence,P2_late_readcheck,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
406,41,6,A9_MatureReview,mature_review,Main/Level_Main_406,normal,1,普通/恢复,0,,,0,84,76,92,643,18,36,0.5,NormalPractice,template normal in read-check position stays practice,,,Flow/Peel/Mixed,curve_rail,106,112,118,106-118,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
407,41,7,A9_MatureReview,mature_review,Main/Level_Main_407,normal,4,极难,0,,,0,196,176,216,1154,24,49,0.49,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,134,146,158,134-158,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
408,41,8,A9_MatureReview,mature_review,Main/Level_Main_408,shape,2,困难,1,arcadecabinet,街机,0,153,138,168,1074,36,44,0.818,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,122,130,138,122-138,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
409,41,9,A9_MatureReview,mature_review,Main/Level_Main_409,normal,2,困难,0,,,0,145,131,159,900,23,40,0.575,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,118,126,134,118-134,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
410,41,10,A9_MatureReview,mature_review,Main/Level_Main_410,normal,1,普通/恢复,0,,,0,139,125,153,870,21,42,0.5,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
411,42,1,A9_MatureReview,mature_review,Main/Level_Main_411,normal,1,普通/恢复,0,,,0,114,103,125,885,22,41,0.537,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,93,99,105,93-105,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
412,42,2,A9_MatureReview,mature_review,Main/Level_Main_412,normal,3,特别困难,0,,,0,158,142,174,1230,32,39,0.821,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,124,134,144,124-144,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
413,42,3,A9_MatureReview,mature_review,Main/Level_Main_413,shape,2,困难,1,payphone,公用电话,0,153,138,168,1270,38,49,0.776,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,119,127,135,119-135,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
414,42,4,A9_MatureReview,mature_review,Main/Level_Main_414,normal,1,普通/恢复,0,,,0,107,96,118,804,22,37,0.595,LanguageVariation,variation if not occupied by shape/hole,,,Mixed/Peel/Flow,language_shift,101,107,113,101-113,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
415,42,5,A9_MatureReview,mature_review,Main/Level_Main_415,normal,1,普通/恢复,0,,,0,141,127,155,854,23,38,0.605,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,104,110,116,104-116,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
416,42,6,A9_MatureReview,mature_review,Main/Level_Main_416,normal,3,特别困难,0,,,0,149,134,164,932,25,38,0.658,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,135,145,155,135-155,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
417,42,7,A9_MatureReview,mature_review,Main/Level_Main_417_hole,hole,1,普通/恢复,0,,,1,75,67,83,751,28,30,0.933,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,97,103,109,97-109,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P2_category_anchor,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
418,42,8,A9_MatureReview,mature_review,Main/Level_Main_418,shape,2,困难,1,crystalcluster,水晶簇,0,157,141,173,1068,42,42,1.0,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,122,130,138,122-138,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
419,42,9,A9_MatureReview,mature_review,Main/Level_Main_419,normal,4,极难,0,,,0,203,183,223,1250,27,47,0.574,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,142,154,166,142-166,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
420,42,10,A9_MatureReview,mature_review,Main/Level_Main_420,normal,1,普通/恢复,0,,,0,143,129,157,900,22,42,0.524,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
421,43,1,A9_MatureReview,mature_review,Main/Level_Main_421,normal,1,普通/恢复,0,,,0,180,162,198,1100,25,45,0.556,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,93,99,105,93-105,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
422,43,2,A9_MatureReview,mature_review,Main/Level_Main_422,normal,1,普通/恢复,0,,,0,113,102,124,860,23,38,0.605,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,98,104,110,98-110,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
