"order","section10","positionIn10","levelName","category","difficultyCode","difficultyNameZh","originalTargetChains","originalArrowTiles","positionBeatRole","actualBeatRole","sectionDuty","sectionIntent","sectionTheme","slotDutyV2","playerTask","pressureIntent","styleTargetV2","chainLanguageTargetV2","mustChangeFromPrevious","acceptanceFocus","replacementPriority","selectedCandidateId","selectedSource","reviewStatus"
"399","40","9","Main/Level_Main_399","normal","1","普通/恢复","144","891","PeakSetup","RampBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","高读题密度与释放控制 / MiniPeakAndReset","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","为10准备或承担小峰，避免重复8","solved; normal-high effective load; prepares hard without becoming peak","front500-normal/keep-old-ok","","","not_reviewed"
"400","40","10","Main/Level_Main_400","normal","1","普通/恢复","143","856","PeakOrLanding","PracticeBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","高读题密度与释放控制 / MiniPeakAndReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","rail/curve","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"401","41","1","Main/Level_Main_401_hole","hole","1","普通/恢复","73","742","ResetOpener","SpecialAnchorBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","从上一组峰值回落；不要延续同一高压语言","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"402","41","2","Main/Level_Main_402","normal","1","普通/恢复","129","974","BaselinePractice","PracticeBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","与前后关保持风格/语言/画布手感差异","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"403","41","3","Main/Level_Main_403","shape","2","困难","150","1131","LanguageTurn","HardReadBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"404","41","4","Main/Level_Main_404","normal","3","特别困难","155","951","VisualSpatialTurn","PeakBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","与前后关保持风格/语言/画布手感差异","solved; quality gates","front500-normal/keep-old-ok","","","not_reviewed"
"405","41","5","Main/Level_Main_405","normal","2","困难","170","1050","BridgeRamp","HardReadBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","Peel/Hub-lite/Mixed","rail/patch","向困难位铺垫，但不能压过困难","solved; region/axis switch evidence; choices readable","front500-normal/keep-old-ok","","","not_reviewed"
"406","41","6","Main/Level_Main_406","normal","1","普通/恢复","84","643","FirstReadWindow","PracticeBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","出现第一次明确读题/区域切换","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"407","41","7","Main/Level_Main_407","normal","4","极难","196","1154","BreathOrPractice","ExtremePeakBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","从6回落或换语言释放","solved; chapter top effective load; theme clear; fair choices","front500-normal/keep-old-ok","","","not_reviewed"
"408","41","8","Main/Level_Main_408","shape","2","困难","153","1074","LatePressureWindow","HardReadBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"409","41","9","Main/Level_Main_409","normal","2","困难","145","900","PeakSetup","HardReadBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","Peel/Hub-lite/Mixed","rail/patch","为10准备或承担小峰，避免重复8","solved; region/axis switch evidence; choices readable","front500-normal/keep-old-ok","","","not_reviewed"
"410","41","10","Main/Level_Main_410","normal","1","普通/恢复","139","870","PeakOrLanding","PracticeBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","成熟主题回顾与变体 / ArcEntryReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"411","42","1","Main/Level_Main_411","normal","1","普通/恢复","114","885","ResetOpener","RecoveryBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front500-normal/keep-old-ok","","","not_reviewed"
"412","42","2","Main/Level_Main_412","normal","3","特别困难","158","1230","BaselinePractice","PeakBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","与前后关保持风格/语言/画布手感差异","solved; quality gates","front500-normal/keep-old-ok","","","not_reviewed"
"413","42","3","Main/Level_Main_413","shape","2","困难","153","1270","LanguageTurn","HardReadBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"414","42","4","Main/Level_Main_414","normal","1","普通/恢复","107","804","VisualSpatialTurn","VariationBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","curve","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front500-normal/keep-old-ok","","","not_reviewed"
"415","42","5","Main/Level_Main_415","normal","1","普通/恢复","141","854","BridgeRamp","RampBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","向困难位铺垫，但不能压过困难","solved; normal-high effective load; prepares hard without becoming peak","front500-normal/keep-old-ok","","","not_reviewed"
"416","42","6","Main/Level_Main_416","normal","3","特别困难","149","932","FirstReadWindow","PeakBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","出现第一次明确读题/区域切换","solved; quality gates","front500-normal/keep-old-ok","","","not_reviewed"
"417","42","7","Main/Level_Main_417_hole","hole","1","普通/恢复","75","751","BreathOrPractice","SpecialAnchorBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"418","42","8","Main/Level_Main_418","shape","2","困难","157","1068","LatePressureWindow","HardReadBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"419","42","9","Main/Level_Main_419","normal","4","极难","203","1250","PeakSetup","ExtremePeakBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","为10准备或承担小峰，避免重复8","solved; chapter top effective load; theme clear; fair choices","front500-normal/keep-old-ok","","","not_reviewed"
"420","42","10","Main/Level_Main_420","normal","1","普通/恢复","143","900","PeakOrLanding","PracticeBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","成熟主题回顾与变体 / PracticeBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","rail/curve","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"421","43","1","Main/Level_Main_421","normal","1","普通/恢复","180","1100","ResetOpener","RecoveryBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front500-normal/keep-old-ok","","","not_reviewed"
"422","43","2","Main/Level_Main_422","normal","1","普通/恢复","113","860","BaselinePractice","PracticeBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","与前后关保持风格/语言/画布手感差异","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"423","43","3","Main/Level_Main_423","shape","1","普通/恢复","136","1147","LanguageTurn","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"424","43","4","Main/Level_Main_424","normal","1","普通/恢复","129","793","VisualSpatialTurn","VariationBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","spine-lite/mixed","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front500-normal/keep-old-ok","","","not_reviewed"
"425","43","5","Main/Level_Main_425","normal","4","极难","213","1320","BridgeRamp","ExtremePeakBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","向困难位铺垫，但不能压过困难","solved; chapter top effective load; theme clear; fair choices","front500-normal/keep-old-ok","","","not_reviewed"
"426","43","6","Main/Level_Main_426_hole","hole","1","普通/恢复","80","672","FirstReadWindow","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"427","43","7","Main/Level_Main_427","shape","2","困难","161","1311","BreathOrPractice","HardReadBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"428","43","8","Main/Level_Main_428","normal","1","普通/恢复","146","910","LatePressureWindow","PracticeBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","若模板为困难则做主困难；若普通则做后段练习","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"429","43","9","Main/Level_Main_429","normal","3","特别困难","205","1261","PeakSetup","PeakBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","LongChain/Hub/Peel","System.Object[]","为10准备或承担小峰，避免重复8","solved; dependency/read demand evidence; hard > normal by reason","front500-normal/keep-old-ok","","","not_reviewed"
"430","43","10","Main/Level_Main_430","normal","1","普通/恢复","147","914","PeakOrLanding","PracticeBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","成熟主题回顾与变体 / VariationRead","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"431","44","1","Main/Level_Main_431","normal","1","普通/恢复","112","879","ResetOpener","RecoveryBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front500-normal/keep-old-ok","","","not_reviewed"
"432","44","2","Main/Level_Main_432","normal","2","困难","164","1010","BaselinePractice","HardReadBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","Peel/Hub-lite/Mixed","rail/patch","与前后关保持风格/语言/画布手感差异","solved; region/axis switch evidence; choices readable","front500-normal/keep-old-ok","","","not_reviewed"
"433","44","3","Main/Level_Main_433","shape","2","困难","161","1410","LanguageTurn","HardReadBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"434","44","4","Main/Level_Main_434","normal","1","普通/恢复","162","1007","VisualSpatialTurn","VariationBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","mixed","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front500-normal/keep-old-ok","","","not_reviewed"
"435","44","5","Main/Level_Main_435_hole","hole","1","普通/恢复","76","697","BridgeRamp","SpecialAnchorBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"436","44","6","Main/Level_Main_436","normal","4","极难","194","1195","FirstReadWindow","ExtremePeakBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","出现第一次明确读题/区域切换","solved; chapter top effective load; theme clear; fair choices","front500-normal/keep-old-ok","","","not_reviewed"
"437","44","7","Main/Level_Main_437","normal","1","普通/恢复","164","1003","BreathOrPractice","RecoveryBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从6回落或换语言释放","solved; smooth; low frustration; no excessive choice explosion","front500-normal/keep-old-ok","","","not_reviewed"
"438","44","8","Main/Level_Main_438","shape","2","困难","166","1373","LatePressureWindow","HardReadBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"439","44","9","Main/Level_Main_439","normal","1","普通/恢复","158","942","PeakSetup","RampBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","为10准备或承担小峰，避免重复8","solved; normal-high effective load; prepares hard without becoming peak","front500-normal/keep-old-ok","","","not_reviewed"
"440","44","10","Main/Level_Main_440","normal","1","普通/恢复","161","988","PeakOrLanding","PracticeBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"441","45","1","Main/Level_Main_441","normal","1","普通/恢复","105","784","ResetOpener","RecoveryBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","curve/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front500-normal/keep-old-ok","","","not_reviewed"
"442","45","2","Main/Level_Main_442_hole","hole","1","普通/恢复","81","853","BaselinePractice","SpecialAnchorBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"443","45","3","Main/Level_Main_443","shape","1","普通/恢复","84","714","LanguageTurn","SpecialAnchorBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"444","45","4","Main/Level_Main_444","normal","3","特别困难","159","970","VisualSpatialTurn","PeakBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","与前后关保持风格/语言/画布手感差异","solved; quality gates","front500-normal/keep-old-ok","","","not_reviewed"
"445","45","5","Main/Level_Main_445","normal","2","困难","197","1199","BridgeRamp","HardReadBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","LocalRunBreaker","从局部连续清除切换到跨区决策","hard: harder by read/region/anti-local, not only raw chains","Peel/Mixed/Hub-lite; require anti-local trace","patch/rail; avoid same-region conveyor","向困难位铺垫，但不能压过困难","solved; local run capped; same-side/directional sweep low; remote switch evidence","front500-normal/keep-old-ok","","","not_reviewed"
"446","45","6","Main/Level_Main_446","normal","1","普通/恢复","136","821","FirstReadWindow","PracticeBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","rail/curve","出现第一次明确读题/区域切换","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"447","45","7","Main/Level_Main_447","shape","1","普通/恢复","78","790","BreathOrPractice","SpecialAnchorBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"448","45","8","Main/Level_Main_448","normal","3","特别困难","196","1128","LatePressureWindow","PeakBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","LongChain/Hub/Peel","System.Object[]","若模板为困难则做主困难；若普通则做后段练习","solved; dependency/read demand evidence; hard > normal by reason","front500-normal/keep-old-ok","","","not_reviewed"
"449","45","9","Main/Level_Main_449","normal","4","极难","181","1090","PeakSetup","ExtremePeakBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","为10准备或承担小峰，避免重复8","solved; chapter top effective load; theme clear; fair choices","front500-normal/keep-old-ok","","","not_reviewed"
"450","45","10","Main/Level_Main_450","normal","1","普通/恢复","165","1037","PeakOrLanding","PracticeBeat","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","rail/curve","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"451","46","1","Main/Level_Main_451_hole","hole","1","普通/恢复","90","866","ResetOpener","SpecialAnchorBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","终局精选与boss节奏 / ArcEntryReset","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","从上一组峰值回落；不要延续同一高压语言","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"452","46","2","Main/Level_Main_452","normal","1","普通/恢复","154","943","BaselinePractice","PracticeBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","终局精选与boss节奏 / ArcEntryReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","与前后关保持风格/语言/画布手感差异","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"453","46","3","Main/Level_Main_453","shape","1","普通/恢复","106","902","LanguageTurn","SpecialAnchorBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","终局精选与boss节奏 / ArcEntryReset","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"454","46","4","Main/Level_Main_454","normal","3","特别困难","156","1609","VisualSpatialTurn","PeakBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","终局精选与boss节奏 / ArcEntryReset","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","与前后关保持风格/语言/画布手感差异","solved; quality gates","front500-normal/keep-old-ok","","","not_reviewed"
"455","46","5","Main/Level_Main_455","normal","1","普通/恢复","149","906","BridgeRamp","RampBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","终局精选与boss节奏 / ArcEntryReset","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","向困难位铺垫，但不能压过困难","solved; normal-high effective load; prepares hard without becoming peak","front500-normal/keep-old-ok","","","not_reviewed"
"456","46","6","Main/Level_Main_456","normal","4","极难","224","1379","FirstReadWindow","ExtremePeakBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","终局精选与boss节奏 / ArcEntryReset","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","出现第一次明确读题/区域切换","solved; chapter top effective load; theme clear; fair choices","front500-normal/keep-old-ok","","","not_reviewed"
"457","46","7","Main/Level_Main_457","normal","1","普通/恢复","117","903","BreathOrPractice","RecoveryBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","终局精选与boss节奏 / ArcEntryReset","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","curve/mixed","从6回落或换语言释放","solved; smooth; low frustration; no excessive choice explosion","front500-normal/keep-old-ok","","","not_reviewed"
"458","46","8","Main/Level_Main_458","shape","1","普通/恢复","112","763","LatePressureWindow","SpecialAnchorBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","终局精选与boss节奏 / ArcEntryReset","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
