order,section10,mainMissionId,levelName,category,difficultyNameZh,experienceRole,roleInSection,finalStatus,finalLevelId,finalAssetPath,originalLevelId,originalAssetPath,replacementSourceKind,productionLane,productionChainLanguage,productionDifficultyBand,sourceCoverage,maxChoices,localPatchSolveRunMax,nearOuterPatchSolveRunMax,solveTraceQualityScore,solveTraceCollapseRiskScore,solveSameAxisRunMax,solveSameDirHeadRunMax,assemblyAction,assemblySourcePool,assemblySourceRoot,assemblyGateClass,assemblySelectionReason,assemblyCopyRequired,assemblyCandidateLevelId,assemblyCandidateAssetPath,assemblyCandidateStyle,assemblyCandidateChainLanguage,assemblyCandidateRole,assemblyManualReview,assemblyRemainingGap,assemblyGapReason,assemblyCandidateWidth,assemblyCandidateHeight,assemblyCandidateChains,assemblyCandidateAvgChoices,assemblyCandidateMaxChain,assemblyCandidateAvgChain,assemblyCandidateStraightness,assemblyCandidateProfile
329,33,429,Main/Level_Main_329,normal,极难,Peak,Peak,After300DeferredForFront300PriorityV3,direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L329_direct_advanced_17_direct_advanced_veryhard_rect_l.asset,direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L329_direct_advanced_17_direct_advanced_veryhard_rect_l.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
330,33,430,Main/Level_Main_330,normal,普通/恢复,Normal,,OriginalNonTarget,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L330_direct_normal_77_direct_normal_rect_dual_zone_g1_v.asset,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L330_direct_normal_77_direct_normal_rect_dual_zone_g1_v.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
331,34,431,Main/Level_Main_331,normal,困难,Recovery,Hard,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve.asset,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L331_direct_pure_topup_08_16_direct_polish_hard_pure_re.asset,nutation_longchain_strict60_campaign_gate,PeelMid,curve_chain,Hard,0.948,7,3,3,0.866,0.192,6,6,ActiveReplace,NutationLongChainStrict60,.worktrees/nutation-peel,CampaignHardGateGenericMatch,"Generic LongChain strict candidate matched to missing Hard slot by stage difficulty, canvas, and chain-language fit.",True,nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve.asset,maze_long_chain,curve_chain,LongChainHardPeak,False,False,,27,36,85,4.64,23,10.84,0.369,holefix
332,34,432,Main/Level_Main_332,normal,普通/恢复,Normal,,OriginalNonTarget,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L332_direct_polish_clean_12_direct_polish_normal_rect_d.asset,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L332_direct_polish_clean_12_direct_polish_normal_rect_d.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
333,34,433,Main/Level_Main_333,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_remaining_drop_top3_35_L333_leaf_r2section,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_35_L333_leaf_r2section.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_13_large_leaf,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L333_r2_outer_strong_005_r2_006_a401_maskonlyb04_13_lar.asset,shape_psg_inventory,,,,0.993,9,9,5,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_remaining_drop_top3_35_L333_leaf_r2section,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_35_L333_leaf_r2section.asset,SectionUnlock,,TraceKeeper,False,False,,,,132,4.94,,,,SectionUnlock
334,34,434,Main/Level_Main_334,normal,特别困难,Pressure,,OriginalNonTarget,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L334_direct_advanced_03_direct_advanced_veryhard_rect_c.asset,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L334_direct_advanced_03_direct_advanced_veryhard_rect_c.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
335,34,435,Main/Level_Main_335_hole,hole,普通/恢复,HoleRescue,,OriginalNonTarget,hole_candidate_094_wide_32x30_section,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L335_hole_candidate_094_wide_32x30_section.asset,hole_candidate_094_wide_32x30_section,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L335_hole_candidate_094_wide_32x30_section.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
336,34,436,Main/Level_Main_336,normal,极难,Peak,Peak,After300DeferredForFront300PriorityV3,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L336_direct_advanced_28_direct_advanced_veryhard_rect_d.asset,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L336_direct_advanced_28_direct_advanced_veryhard_rect_d.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
337,34,437,Main/Level_Main_337,normal,普通/恢复,Recovery,NormalA_FlowOrNeutral,After300DeferredForFront300PriorityV3,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L337_direct_normal_20_direct_normal_rect_maze_long_chai.asset,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L337_direct_normal_20_direct_normal_rect_maze_long_chai.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
338,34,438,Main/Level_Main_338,shape,特别困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_113_L338_television_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_113_L338_television_sweep.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_18_large_television,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L338_r2_outer_strong_005_r2_006_a401_maskonlyb04_18_lar.asset,shape_psg_inventory,,,,0.988,11,13,4,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_review_top3_rescue_113_L338_television_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_113_L338_television_sweep.asset,Sweep,,TraceKeeper,False,False,,,,136,5.71,,,,Sweep
339,34,439,Main/Level_Main_339,normal,普通/恢复,Normal,NormalB_NeutralOrPeelLight,After300DeferredForFront300PriorityV3,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L339_direct_normal_topup_50_direct_normal_topup_rect_lo.asset,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L339_direct_normal_topup_50_direct_normal_topup_rect_lo.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
340,34,440,Main/Level_Main_340,normal,普通/恢复,Normal,,OriginalNonTarget,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L340_direct_normal_132_direct_normal_rect_section_unloc.asset,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L340_direct_normal_132_direct_normal_rect_section_unloc.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
341,35,441,Main/Level_Main_341,normal,困难,Recovery,Hard,ExternalCandidatePlanned,nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve.asset,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L341_direct_pure_topup_08_14_direct_polish_hard_pure_re.asset,nutation_longchain_strict60_campaign_gate,PeelMid,curve_chain,Hard,0.933,8,6,6,0.858,0.178,6,5,ActiveReplace,NutationLongChainStrict60,.worktrees/nutation-peel,CampaignHardGateGenericMatch,"Generic LongChain strict candidate matched to missing Hard slot by stage difficulty, canvas, and chain-language fit.",True,nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve.asset,maze_long_chain,curve_chain,LongChainHardPeak,False,False,,26,35,69,4.45,23,12.3,0.361,candidate80
342,35,442,Main/Level_Main_342_hole,hole,普通/恢复,HoleRescue,,OriginalNonTarget,hole_topup_026_topup_std_24x30_dense,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L342_hole_topup_026_topup_std_24x30_dense.asset,hole_topup_026_topup_std_24x30_dense,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L342_hole_topup_026_topup_std_24x30_dense.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
343,35,443,Main/Level_Main_343,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_115_L343_skeletonskull_lock,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_115_L343_skeletonskull_lock.asset,r2_outer_strong_005_r2_006_a401_maskonlyb07_07_main_skeletonskull,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L343_r2_outer_strong_005_r2_006_a401_maskonlyb07_07_mai.asset,shape_psg_inventory,,,,0.981,10,7,3,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_review_top3_rescue_115_L343_skeletonskull_lock,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_115_L343_skeletonskull_lock.asset,LockBuckle,,TraceKeeper,False,False,,,,121,5.21,,,,LockBuckle
344,35,444,Main/Level_Main_344,normal,特别困难,Pressure,,OriginalNonTarget,direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L344_direct_diff120_146_direct_diff_veryhard_room_gate_.asset,direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L344_direct_diff120_146_direct_diff_veryhard_room_gate_.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
345,35,445,Main/Level_Main_345,normal,普通/恢复,Recovery,NormalB_NeutralOrPeelLight,After300DeferredForFront300PriorityV3,direct_normal_105_direct_normal_rect_sweep_g4_v11,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L345_direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,direct_normal_105_direct_normal_rect_sweep_g4_v11,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L345_direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
346,35,446,Main/Level_Main_346,normal,普通/恢复,Normal,NormalA_FlowOrNeutral,After300DeferredForFront300PriorityV3,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L346_direct_normal_24_direct_normal_rect_dense_weave_g2.asset,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L346_direct_normal_24_direct_normal_rect_dense_weave_g2.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
347,35,447,Main/Level_Main_347,normal,极难,Peak,Peak,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_s3_v1_24_nutation_longchain_spine_v1_rect_c80hf3_06_d2_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_24_nutation_longchain_spine_v1_rect_c80hf3_06_d2_lock_spine.asset,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L347_direct_polish_hard_22_direct_polish_hard_rect_core.asset,nutation_longchain_strict60_campaign_gate,PressurePeak,mixed_chain,Peak,0.946,9,7,3,0.889,0.102,4,4,ActiveReplace,NutationLongChainStrict60,.worktrees/nutation-peel,CampaignHardGateGenericMatch,"Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit.",True,nutation_longchain_candidate80_holefix_s3_v1_24_nutation_longchain_spine_v1_rect_c80hf3_06_d2_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_24_nutation_longchain_spine_v1_rect_c80hf3_06_d2_lock_spine.asset,maze_long_chain,spine_chain,LongChainHardPeak,False,False,,26,35,71,4.41,26,12.13,0.565,holefix
348,35,448,Main/Level_Main_348,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_remaining_hard_r3_12_L348_donut_r3lock,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_12_L348_donut_r3lock.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_05_large_donut,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L348_r2_outer_strong_005_r2_006_a401_maskonlyb05_05_lar.asset,shape_psg_inventory,,,,0.985,9,13,5,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_remaining_hard_r3_12_L348_donut_r3lock,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_12_L348_donut_r3lock.asset,LockBuckle,,TraceKeeper,False,False,,,,145,4.63,,,,LockBuckle
349,35,449,Main/Level_Main_349,normal,特别困难,Pressure,,OriginalNonTarget,direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L349_direct_advanced_47_direct_advanced_veryhard_rect_s.asset,direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L349_direct_advanced_47_direct_advanced_veryhard_rect_s.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
350,35,450,Main/Level_Main_350,normal,普通/恢复,Recovery,,OriginalNonTarget,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L350_direct_polish_clean_23_direct_polish_normal_rect_d.asset,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L350_direct_polish_clean_23_direct_polish_normal_rect_d.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
351,36,451,Main/Level_Main_351_hole,hole,普通/恢复,HoleRescue,,OriginalNonTarget,hole_candidate_078_wide_30x26_lock,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L351_hole_candidate_078_wide_30x26_lock.asset,hole_candidate_078_wide_30x26_lock,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L351_hole_candidate_078_wide_30x26_lock.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
352,36,452,Main/Level_Main_352,normal,特别困难,Pressure,Hard,ExternalCandidatePlanned,nutation_hub_mixed_v1_strict30_refill_04_s01_r04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_04_s01_r04.asset,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L352_direct_pure_topup_10_10_direct_polish_hard_pure_re.asset,hub_mixed_refill30_local9,PeelMid,rail_chain,Hard,0.962,9,9,4,0.847,0.236,8,5,ActiveReplace,HubMixedStrict30Refill,.worktrees/nutation-hub-maze-mixed,StyleLocal9ManualAllowed,"User allowed a small number of Hub local9 rows; placed only on late Hard slots for style variety, not broad filler.",True,nutation_hub_mixed_v1_strict30_refill_04_s01_r04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_04_s01_r04.asset,hub_spoke,mixed_chain,HubHardStylePoint,True,False,,23,31,101,5.23,15,6.79,0.601,hub_spoke
353,36,453,Main/Level_Main_353,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_no_b_r4_15_L353_slimecrown_r4stair,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_15_L353_slimecrown_r4stair.asset,r2_outer_strong_005_r2_006_a401_maskonlyb07_09_large_slimecrown,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L353_r2_outer_strong_005_r2_006_a401_maskonlyb07_09_lar.asset,shape_psg_inventory,,,,0.989,12,9,2,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,NeedsFinalManualReview,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_no_b_r4_15_L353_slimecrown_r4stair,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_15_L353_slimecrown_r4stair.asset,StairPush,,ReviewCandidate,True,False,,,,125,6.84,,,,StairPush
354,36,454,Main/Level_Main_354,normal,普通/恢复,Recovery,,OriginalNonTarget,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L354_direct_polish_clean_07_direct_polish_normal_rect_q.asset,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L354_direct_polish_clean_07_direct_polish_normal_rect_q.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
355,36,455,Main/Level_Main_355,normal,普通/恢复,Normal,NormalB_NeutralOrPeelLight,After300DeferredForFront300PriorityV3,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L355_direct_normal_124_direct_normal_rect_dense_weave_g.asset,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L355_direct_normal_124_direct_normal_rect_dense_weave_g.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
356,36,456,Main/Level_Main_356,normal,特别困难,Pressure,,OriginalNonTarget,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L356_direct_pure_topup_10_09_direct_polish_hard_pure_re.asset,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L356_direct_pure_topup_10_09_direct_polish_hard_pure_re.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
357,36,457,Main/Level_Main_357,normal,普通/恢复,Normal,NormalA_FlowOrNeutral,After300DeferredForFront300PriorityV3,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L357_direct_normal_21_direct_normal_rect_outer_shell_g2.asset,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L357_direct_normal_21_direct_normal_rect_outer_shell_g2.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
358,36,458,Main/Level_Main_358,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_125_L358_clover_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_125_L358_clover_sweep.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_large_clover,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L358_r2_outer_strong_005_r2_006_a401_maskonlyb01_09_lar.asset,shape_psg_inventory,,,,0.989,11,11,2,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_review_top3_rescue_125_L358_clover_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_125_L358_clover_sweep.asset,Sweep,,TraceKeeper,False,False,,,,143,6.2,,,,Sweep
359,36,459,Main/Level_Main_359,normal,极难,Peak,Peak,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_v1_22_nutation_longchain_rail_v1_rect_c80hf_06_d2_lock_rail,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_22_nutation_longchain_rail_v1_rect_c80hf_06_d2_lock_rail.asset,direct_diff120_126_direct_diff_veryhard_room_gate_key_door_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L359_direct_diff120_126_direct_diff_veryhard_room_gate_.asset,nutation_longchain_strict60_campaign_gate,PressurePeak,mixed_chain,Peak,0.954,10,5,5,0.852,0.25,7,7,ActiveReplace,NutationLongChainStrict60,.worktrees/nutation-peel,CampaignHardGateGenericMatch,"Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit.",True,nutation_longchain_candidate80_holefix_v1_22_nutation_longchain_rail_v1_rect_c80hf_06_d2_lock_rail,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_22_nutation_longchain_rail_v1_rect_c80hf_06_d2_lock_rail.asset,maze_long_chain,rail_chain,LongChainHardPeak,False,False,,26,35,76,4.66,22,11.42,0.464,holefix
360,36,460,Main/Level_Main_360,normal,普通/恢复,Recovery,,OriginalNonTarget,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L360_direct_normal_140_direct_normal_rect_maze_long_cha.asset,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L360_direct_normal_140_direct_normal_rect_maze_long_cha.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
361,37,461,Main/Level_Main_361,normal,普通/恢复,Recovery,,OriginalNonTarget,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L361_direct_polish_hard_17_direct_polish_hard_rect_swee.asset,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L361_direct_polish_hard_17_direct_polish_hard_rect_swee.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
362,37,462,Main/Level_Main_362,normal,普通/恢复,Normal,NormalA_FlowOrNeutral,After300DeferredForFront300PriorityV3,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L362_direct_normal_topup_27_direct_normal_topup_rect_de.asset,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L362_direct_normal_topup_27_direct_normal_topup_rect_de.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
