order,slotRole,relativeDifficulty,template,bucket,type,styleKey,chains,score,openers,avgChoices,dependencyBlocks,levelId,path,families,qualityFlags,portableQuality
68,Normal,Normal,D_visual_middle,refresh,lock,direct_pure_topup_slice03_candidates,59,172.8,15,7.68,150,direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08.asset,direct_refresh:core_burst:g1,ok,ok
69,Pressure,Hard,D_visual_middle,refresh,section,direct_normal_candidates,100,128.6,18,6.86,557,direct_normal_48_direct_normal_rect_stair_push_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_48_direct_normal_rect_stair_push_g4_v05.asset,direct_normal:stair_push:g4,ok,ok
70,Normal,Normal,D_visual_middle,normal,section,direct_normal_candidates,103,130.6,19,14.17,364,direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14.asset,direct_normal:quasi_symmetry:g1,ok,ok
71,HoleRescue,Mechanic,hole10_block_71_80,normal,hole_rescue,hole_combined_20260613,45,242,8,0.178,0.356,hole_candidate_019_std_22x24_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_019_std_22x24_section.asset,hole_combined:SectionUnlock:std_22x24_section,hole10_v4:SectionUnlock:keep,hole10_v4_keep
72,Pressure,Hard,E_early_peak,normal,lock,direct_normal_topup_candidates,104,145.7,18,10.39,447,direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset,direct_normal:lock_buckle:g8,ok,ok
73,Shape,Novelty,E_early_peak,normal,shape_symbol,shape_final_with_supplement,90,256,13,11.18,10.8,r2_outer_strong_005_r2_006_a401_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431.asset,shape:Symbol:letters-symbols:symbol:procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,Normal
74,Normal,Normal,E_early_peak,normal,section,direct_pure_normal_extra_slice01_candidates,87,155.5,17,9.07,411,direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03.asset,direct_normal:dual_zone:g17,ok,ok
75,Recovery,Recovery,E_early_peak,normal,sweep,direct_normal_candidates,103,142.7,21,9.58,421,direct_normal_121_direct_normal_rect_outer_shell_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_121_direct_normal_rect_outer_shell_g0_v13.asset,asset:direct_normal_121_direct_normal_,ok,ok
76,Peak,VeryHard,E_early_peak,normal,section,direct_pure_normal_extra_slice02_candidates,94,165.1,16,8.69,478,direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04.asset,direct_normal:stair_push:g18,ok,ok
77,Normal,Normal,E_early_peak,refresh,lock,no_mask_style_expansion_preview,48,177.7,9,5.92,112,nomask_style_expansion_33_double_room_lock_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_33_double_room_lock_tall.asset,motif:double_room_lock,ok,long-straight-run
78,Shape,Novelty,E_early_peak,normal,shape_music,shape_final_with_supplement,92,259,13,11.18,11.1,r2_outer_strong_005_r2_006_a401_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451.asset,shape:Music:stage:object:procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,Normal
79,Recovery,Recovery,E_early_peak,refresh,maze,no_mask_style_expansion_preview,58,153.2,19,8.38,144,nomask_style_expansion_19_long_corridor_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_19_long_corridor_a.asset,motif:long_corridor,ok,long-straight-run
80,Normal,Normal,E_early_peak,refresh,section,direct_pure_topup_slice06_candidates,89,161.3,19,6.51,303,direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07.asset,direct_normal:section_unlock:g6,ok,long-straight-run
81,Recovery,Recovery,A_peak9,refresh,sweep,no_mask_style_expansion_preview,46,154.9,15,10.22,68,nomask_style_expansion_04_snake_spine_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_04_snake_spine_a.asset,motif:snake_spine,ok,ok
82,HoleRescue,Mechanic,hole10_block_81_90,normal,hole_rescue,hole_combined_20260613,45,242,8,0.178,0.231,hole_candidate_018_std_22x24_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_018_std_22x24_lock.asset,hole_combined:LockBuckle:std_22x24_lock,hole10_v4:LockBuckle:keep,hole10_v4_keep
83,Shape,Novelty,A_peak9,normal,shape_symbol,shape_final_with_supplement,91,255,13,11.18,11,r2_outer_strong_005_r2_006_a401_procmask_11_onion_maskproceduralvertical_30x40-mainhearttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447.asset,shape:Symbol:letters-symbols:symbol:procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,Normal
84,Pressure,Hard,A_peak9,normal,lock,direct_pure_normal_extra_slice01_candidates,88,156.0,18,7.61,392,direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01.asset,direct_normal:core_burst:g15,ok,ok
85,Recovery,Recovery,A_peak9,refresh,maze,direct_pure_topup_slice04_candidates,92,135.8,20,10.75,413,direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01.asset,direct_normal:maze_long_chain:g6,ok,ok
86,Normal,Normal,A_peak9,refresh,dense,direct_pure_topup_slice01_candidates,55,182.5,10,5.82,163,direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03.asset,asset:direct_pure_topup_01_17_direct_r,ok,ok
87,Shape,Novelty,A_peak9,shape,shape_object,shape_final_with_supplement,95,246,13,11.18,0.173,r2_outer_strong_005_r2_006_a401_procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916.asset,shape:Art:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,Normal
88,Pressure,Hard,A_peak9,normal,section,direct_normal_candidates,101,149.4,18,9.58,507,direct_normal_28_direct_normal_rect_stair_push_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_28_direct_normal_rect_stair_push_g2_v03.asset,direct_normal:stair_push:g2,ok,ok
89,Peak,VeryHard,A_peak9,refresh,lock,direct_normal_topup_candidates,100,154.1,16,7.74,462,direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset,direct_normal:lock_buckle:g10,ok,ok
90,Normal,Normal,A_peak9,refresh,section,direct_pure_topup_slice04_candidates,98,136.8,19,9.64,396,direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02.asset,direct_normal:dual_zone:g7,ok,ok
91,HoleRescue,Mechanic,hole10_block_91_100,normal,hole_rescue,hole_combined_20260613,47,243,11,0.234,0.285,hole_candidate_071_wide_26x22_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_071_wide_26x22_maze.asset,hole_combined:MazeLongChain:wide_26x22_maze,hole10_v4:MazeLongChain:keep,hole10_v4_keep
92,Normal,Normal,F_chapter_breath,refresh,lock,no_mask_style_expansion_preview,48,184.7,8,5.08,145,nomask_style_expansion_30_vertical_gate_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_30_vertical_gate_a.asset,motif:vertical_gate,ok,long-straight-run
93,Shape,Novelty,F_chapter_breath,normal,shape_symbol,shape_final_with_supplement,92,263,13,11.18,11.1,r2_outer_strong_005_r2_006_a401_procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450.asset,shape:Symbol:letters-symbols:symbol:procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450,rel:Normal:ShapeNormal:Shape:Symbol:letters-symbols:symbol:main,Normal
94,Pressure,Hard,F_chapter_breath,normal,section,direct_normal_candidates,107,142.7,18,10.51,560,direct_normal_112_direct_normal_rect_section_unlock_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_112_direct_normal_rect_section_unlock_g5_v12.asset,direct_normal:section_unlock:g5,ok,ok
95,Normal,Normal,F_chapter_breath,refresh,dense,direct_pure_topup_slice02_candidates,61,172.1,10,7.56,157,direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04.asset,direct_refresh:dense_weave:g3,ok,ok
96,Peak,VeryHard,F_chapter_breath,normal,section,direct_normal_topup_candidates,110,164.1,15,8.71,644,direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02.asset,direct_normal:dual_zone:g7,ok,ok
97,Recovery,Recovery,F_chapter_breath,normal,sweep,direct_pure_topup_slice05_candidates,102,157.9,18,9.36,338,direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04.asset,direct_normal:sweep:g9,ok,ok
98,Shape,Novelty,F_chapter_breath,normal,shape_music,shape_final_with_supplement,94,253,13,11.18,11.4,r2_outer_strong_005_r2_006_a401_procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914.asset,shape:Music:stage:object:procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,Normal
99,Normal,Normal,F_chapter_breath,normal,section,direct_normal_topup_candidates,101,131.5,18,12.19,464,direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01.asset,direct_normal:quasi_symmetry:g6,ok,ok
100,Normal,Normal,F_chapter_breath,refresh,lock,direct_pure_topup_slice01_candidates,51,181.0,9,6.71,160,direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02.asset,direct_refresh:lock_buckle:g1,ok,ok
101,HoleRescue,Mechanic,hole10_block_101_110,normal,hole_rescue,hole_combined_20260613,47,243,11,0.234,0.198,hole_candidate_020_std_22x24_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_020_std_22x24_dense.asset,hole_combined:DenseWeave:std_22x24_dense,hole10_v4:DenseWeave:keep,hole10_v4_keep
102,Normal,Normal,B_peak7_end_calm,refresh,dense,direct_pure_topup_slice01_candidates,57,164.1,5,7.79,164,direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02.asset,asset:direct_pure_topup_01_09_direct_r,ok,ok
103,Shape,Novelty,B_peak7_end_calm,shape,shape_ocean,shape_final_with_supplement,93,264,13,11.18,0.169,r2_outer_strong_005_r2_006_a401_procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall_20260611_111240.asset,shape:Ocean:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,Normal
104,Pressure,Hard,B_peak7_end_calm,normal,lock,direct_normal_topup_candidates,102,169.2,17,6.80,552,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset,direct_normal:core_burst:g8,ok,ok
105,Recovery,Recovery,B_peak7_end_calm,normal,maze,direct_normal_candidates,108,135.5,27,11.58,478,direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06.asset,direct_normal:maze_long_chain:g5,ok,ok
106,Normal,Normal,B_peak7_end_calm,refresh,section,direct_pure_topup_slice05_candidates,86,148.0,14,7.38,415,direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04.asset,direct_normal:dual_zone:g9,ok,long-straight-run
107,Peak,VeryHard,B_peak7_end_calm,normal,lock,direct_normal_candidates,105,173.6,17,7.00,551,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset,direct_normal:lock_buckle:g5,ok,ok
108,Shape,Novelty,B_peak7_end_calm,normal,shape_symbol,shape_final_with_supplement,93,263,13,11.18,11.3,r2_outer_strong_005_r2_006_a401_procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702.asset,shape:Symbol:letters-symbols:symbol:procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702,rel:Hard:ShapePressure:Shape:Symbol:letters-symbols:symbol:main,Normal
109,Pressure,Hard,B_peak7_end_calm,normal,section,direct_normal_topup_candidates,108,137.0,18,10.29,535,direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04.asset,direct_normal:quasi_symmetry:g9,ok,ok
110,Recovery,Recovery,B_peak7_end_calm,normal,section,direct_normal_candidates,104,152.7,25,9.63,402,direct_normal_72_direct_normal_rect_section_unlock_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_72_direct_normal_rect_section_unlock_g1_v08.asset,direct_normal:section_unlock:g1,ok,ok
111,Recovery,Recovery,C_double_wave,refresh,dense,direct_pure_topup_slice05_candidates,89,141.9,22,9.08,318,direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04.asset,direct_normal:dense_weave:g9,ok,too-open|long-straight-run
112,Pressure,Hard,C_double_wave,normal,lock,direct_pure_topup_slice06_candidates,108,159.6,18,7.99,525,direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09.asset,direct_normal:core_burst:g8,ok,ok
113,Shape,Novelty,C_double_wave,shape,shape_magic,shape_final_with_supplement,98,258,14,12.04,0.17,r2_outer_strong_005_r2_006_a401_procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall_20260611_111341.asset,shape:Magic:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,Normal
114,Recovery,Recovery,C_double_wave,refresh,maze,direct_pure_topup_slice04_candidates,94,141.0,17,9.39,343,direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02.asset,direct_normal:maze_long_chain:g7,ok,ok
115,Normal,Normal,C_double_wave,refresh,section,direct_pure_normal_extra_slice01_candidates,74,164.9,6,6.09,300,direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02.asset,direct_normal:quasi_symmetry:g16,ok,long-straight-run
116,Pressure,Hard,C_double_wave,refresh,lock,direct_pure_topup_slice05_candidates,89,151.9,19,7.06,381,direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06.asset,direct_normal:lock_buckle:g11,ok,ok
117,HoleRescue,Mechanic,hole10_block_111_120,normal,hole_rescue,hole_combined_20260613,49,244,10,0.204,0.228,hole_topup_018_topup_std_22x26_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_018_topup_std_22x26_dual.asset,hole_combined:DualZone:topup_std_22x26_dual,hole10_v4:DualZone:keep,hole10_v4_keep
118,Shape,Novelty,C_double_wave,normal,shape_ocean,shape_final_with_supplement,96,251,13,11.18,11.7,r2_outer_strong_005_r2_006_a401_procmask_99_long_maskproceduralvertical_30x44-maindistinctjellyfishtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_99_long_maskproceduralvertical_30x44-maindistinctjellyfishtall_20260611_111459.asset,shape:Ocean:sea-creature:creature:procmask_99_long_maskproceduralvertical_30x44-maindistinctjellyfishtall_20260611_111459,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:main,Normal
119,Peak,VeryHard,C_double_wave,normal,section,direct_normal_candidates,102,158.3,15,7.72,507,direct_normal_32_direct_normal_rect_section_unlock_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_32_direct_normal_rect_section_unlock_g3_v04.asset,direct_normal:section_unlock:g3,ok,ok
120,Recovery,Recovery,C_double_wave,normal,sweep,direct_normal_candidates,106,165.7,22,7.86,471,direct_normal_65_direct_normal_rect_sweep_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_65_direct_normal_rect_sweep_g0_v07.asset,direct_normal:sweep:g0,ok,ok
121,Recovery,Recovery,D_visual_middle,refresh,maze,no_mask_type_preview,51,160.4,13,7.65,126,nomask_04_maze_long_chain,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_04_maze_long_chain.asset,motif:maze_long_chain,ok,long-straight-run
122,Normal,Normal,D_visual_middle,normal,dense,direct_pure_normal_extra_slice01_candidates,89,141.3,15,13.01,277,direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03.asset,direct_normal:dense_weave:g17,ok,ok
