"order","section10","category","difficultyNameZh","experienceRole","replacementMark","isChangedFromOriginalTemplate","finalStatus","assemblyAction","loadMode","originalLevelId","originalAssetPath","finalLevelId","finalAssetPath","actualLoadedAssetPath","actualLoadedGuid","syncAssetPath","replacementSourcePool","replacementSourceKind","assemblyGateClass","productionLane","productionStyle","productionChainLanguage","rhythmStyleGroup","sectionWaveRole","rhythmStageBand","templateTargetChains","actualChains","effectiveChainLoad","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore","rhythmPlacementReason","assemblySelectionReason"
"440","44","normal","普通/恢复","Normal","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L440_direct_pure_topup_08_21_direct_polish_hard_pure_re.asset","direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L440_direct_pure_topup_08_21_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","f3517bba5d7848e428421fb39a8312c1","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","","","","","","","","Normal","S04_after300_deferred","161","","","","","","","unchanged_from_v3_or_non_normal",""
"441","45","normal","普通/恢复","Recovery","KEPT_TARGET_GAP","False","OriginalTargetMissingHardGate","KeepOriginalTargetGap","BasePreviewFallback","direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L441_direct_normal_topup_48_direct_normal_topup_rect_sw.asset","direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L441_direct_normal_topup_48_direct_normal_topup_rect_sw.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset","d6460c3145bb1eb489931095e6bbeeba","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset","OriginalV11Fallback","","NoStrictCandidateYet","FlowPatch","","patch_chain","","Recovery","S04_after300_deferred","105","","","","","","","unchanged_from_v3_or_non_normal","No confirmed candidate under selected quality/stage rule; keep original and ask candidate sync to refill."
"442","45","hole","普通/恢复","HoleRescue","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","hole_candidate_101_wide_34x28_shell","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L442_hole_candidate_101_wide_34x28_shell.asset","hole_candidate_101_wide_34x28_shell","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L442_hole_candidate_101_wide_34x28_shell.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","2108406254a7548408a49a2669086551","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","","","","","","","","HoleRescue","S04_after300_deferred","81","","","","","","","unchanged_from_v3_or_non_normal",""
"443","45","shape","普通/恢复","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb08_10_large_ufo","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L443_r2_outer_strong_005_r2_006_a401_maskonlyb08_10_lar.asset","campaign500_shape_psg_next10h_05_L443_ufo","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","3d6d27dc652d12b43a1295c70778a62b","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","Sweep","","","Shape","S04_after300_deferred","84","86","","0.986","9","15","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"444","45","normal","特别困难","Pressure","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L444_direct_pure_topup_09_05_direct_polish_hard_pure_re.asset","direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L444_direct_pure_topup_09_05_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","48698c3e7f7377841b5cdbd5af1b6c76","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","","","","","","","","Hard","S04_after300_deferred","159","","","","","","","unchanged_from_v3_or_non_normal",""
"445","45","normal","困难","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","BasePreviewFallback","direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L445_direct_advanced_31_direct_advanced_veryhard_rect_s.asset","direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L445_direct_advanced_31_direct_advanced_veryhard_rect_s.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","9c30ad7f13f813e4da37101fd6be3ff6","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","","","After300DeferredFront300Priority","","","","","Hard","S04_after300_deferred","197","","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"446","45","normal","普通/恢复","Normal","KEPT_TARGET_GAP","False","OriginalTargetMissingHardGate","KeepOriginalTargetGap","BasePreviewFallback","direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L446_direct_polish_clean_21_direct_polish_normal_rect_d.asset","direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L446_direct_polish_clean_21_direct_polish_normal_rect_d.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset","dd5abd8f2e041e54e8eb8adbc33fc348","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset","OriginalV11Fallback","","NoStrictCandidateYet","PeelLight","","curve_chain","","Normal","S04_after300_deferred","136","","","","","","","unchanged_from_v3_or_non_normal","No confirmed candidate under selected quality/stage rule; keep original and ask candidate sync to refill."
"447","45","shape","普通/恢复","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb02_08_compact_magicbook","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L447_r2_outer_strong_005_r2_006_a401_maskonlyb02_08_com.asset","campaign500_shape_psg_next10h_06_L447_magicbook","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","b55b51da3be50fb4cb11486a3744e9b5","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","LockBuckle","","","Shape","S04_after300_deferred","78","95","","0.991","7","9","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"448","45","normal","特别困难","Pressure","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L448_direct_advanced_46_direct_advanced_veryhard_rect_q.asset","direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L448_direct_advanced_46_direct_advanced_veryhard_rect_q.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","866208997f8604449aca97923c0479b2","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","","","","","","","","Hard","S04_after300_deferred","196","","","","","","","unchanged_from_v3_or_non_normal",""
"449","45","normal","极难","Peak","REPLACED","True","ExternalCandidatePlanned","ActiveReplace","ManifestAsset","direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L449_direct_pure_topup_07_14_direct_polish_hard_pure_re.asset","nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","69bcb585957b98347a7a7cb9c9703d33","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","NutationLongChainStrict60","nutation_longchain_strict60_campaign_gate","CampaignHardGateGenericMatch","LongChainProbe","maze_long_chain","rail_chain","","PeakExtreme","S04_after300_deferred","181","86","","0.955","11","4","0.913","unchanged_from_v3_or_non_normal","Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit."
"450","45","normal","普通/恢复","Normal","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L450_direct_pure_topup_10_19_direct_polish_hard_pure_re.asset","direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L450_direct_pure_topup_10_19_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","de870f60ad55e0048bf0bd7fb441ba75","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","","","","","","","","Normal","S04_after300_deferred","165","","","","","","","unchanged_from_v3_or_non_normal",""
"451","46","hole","普通/恢复","HoleRescue","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","hole_highchain_extra_018_hc2_32x30_lock_a","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L451_hole_highchain_extra_018_hc2_32x30_lock_a.asset","hole_highchain_extra_018_hc2_32x30_lock_a","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L451_hole_highchain_extra_018_hc2_32x30_lock_a.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","dd24c797961165d4db54bd86e88b38f8","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","","","","","","","","HoleRescue","S04_after300_deferred","90","","","","","","","unchanged_from_v3_or_non_normal",""
"452","46","normal","普通/恢复","Normal","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L452_direct_pure_topup_07_02_direct_polish_hard_pure_re.asset","direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L452_direct_pure_topup_07_02_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","d8a81999f50821f468af4fcbe3b6f4f5","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","","","","","","","","Normal","S04_after300_deferred","154","","","","","","","unchanged_from_v3_or_non_normal",""
"453","46","shape","普通/恢复","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb02_09_large_fish","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L453_r2_outer_strong_005_r2_006_a401_maskonlyb02_09_lar.asset","campaign500_shape_psg_next10h_07_L453_fish","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","a4036af41c398ef41a2e1c67272ce372","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","Sweep","","","Shape","S04_after300_deferred","106","111","","0.988","9","8","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"454","46","normal","特别困难","Pressure","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed20260618_100431_dive","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_ske.asset","sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed20260618_100431_dive","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_ske.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","3c09d12b09ea5304abc68b7d7c0cb543","U/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","","","","","","","","Hard","S04_after300_deferred","156","","","","","","","unchanged_from_v3_or_non_normal",""
"455","46","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","BasePreviewFallback","direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L455_direct_pure_topup_07_23_direct_polish_hard_pure_re.asset","direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L455_direct_pure_topup_07_23_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","a6d89b6943155ef45971eaf89871e5a2","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","","","After300DeferredFront300Priority","","","","","Normal","S04_after300_deferred","149","","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"456","46","normal","极难","Peak","REPLACED","True","ExternalCandidatePlanned","ActiveReplace","ManifestAsset","direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L456_direct_advanced_48_direct_advanced_veryhard_rect_s.asset","nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","be6703660a5a1ce4e878b67b37eb9e1b","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","NutationLongChainStrict60","nutation_longchain_strict60_campaign_gate","CampaignHardGateGenericMatch","LongChainProbe","maze_long_chain","patch_chain","","PeakExtreme","S04_after300_deferred","224","92","","0.948","9","5","0.828","unchanged_from_v3_or_non_normal","Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit."
"457","46","normal","普通/恢复","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","BasePreviewFallback","direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L457_direct_normal_topup_72_direct_normal_topup_rect_sw.asset","direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L457_direct_normal_topup_72_direct_normal_topup_rect_sw.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","b21b73112dfd4bc695089a20f26eaa07","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","","","After300DeferredFront300Priority","","","","","Recovery","S04_after300_deferred","117","","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"458","46","shape","普通/恢复","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb09_22_main_star","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L458_r2_outer_strong_005_r2_006_a401_maskonlyb09_22_mai.asset","campaign500_shape_psg_next10h_08_L458_star","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset","50f721a2d7f25884aa9cb7b91e41030b","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","CoreBurst","","","Shape","S04_after300_deferred","112","95","","0.982","10","11","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"459","46","normal","困难","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","BasePreviewFallback","direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L459_direct_pure_topup_07_17_direct_polish_hard_pure_re.asset","direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L459_direct_pure_topup_07_17_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","c8858d8fa53432346ab0f5fe05ce6515","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","","","After300DeferredFront300Priority","","","","","Hard","S04_after300_deferred","180","","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"460","46","normal","普通/恢复","Normal","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L460_direct_pure_topup_08_10_direct_polish_hard_pure_re.asset","direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L460_direct_pure_topup_08_10_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","2211828ffbbd76243b3ee735e2a6ecd4","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","","","","","","","","Normal","S04_after300_deferred","156","","","","","","","unchanged_from_v3_or_non_normal",""
"461","47","normal","普通/恢复","Recovery","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L461_direct_pure_topup_07_18_direct_polish_hard_pure_re.asset","direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L461_direct_pure_topup_07_18_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","1ec4341505996ca4d9e7c49c0671bda0","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","","","","","","","","Recovery","S04_after300_deferred","168","","","","","","","unchanged_from_v3_or_non_normal",""
"462","47","normal","普通/恢复","Normal","KEPT_TARGET_GAP","False","OriginalTargetMissingHardGate","KeepOriginalTargetGap","BasePreviewFallback","direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L462_direct_pure_topup_08_19_direct_polish_hard_pure_re.asset","direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L462_direct_pure_topup_08_19_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset","32e833476b455384f85b6bc0ea5587d4","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset","OriginalV11Fallback","","NoStrictCandidateYet","PeelLight","","curve_chain","","Normal","S04_after300_deferred","135","","","","","","","unchanged_from_v3_or_non_normal","No confirmed candidate under selected quality/stage rule; keep original and ask candidate sync to refill."
"463","47","shape","普通/恢复","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb08_08_compact_castletower","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L463_r2_outer_strong_005_r2_006_a401_maskonlyb08_08_com.asset","campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section.asset","58316465886219a44b1a646bbd9554e8","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","SectionUnlock","","","Shape","S04_after300_deferred","71","89","","0.986","7","11","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
